Code Domaine,Domaine,Code zone (ISO3),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","KGZ","Kirghizistan","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","6820.479","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KGZ","Kirghizistan","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","6955.788","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KGZ","Kirghizistan","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","7073.516","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KIR","Kiribati","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","128.377","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KIR","Kiribati","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","130.469","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KIR","Kiribati","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","132.53","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KWT","Koweït","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","4360.742","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KWT","Koweït","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","4589.511","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","KWT","Koweït","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","4838.782","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LSO","Lesotho","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","2261.542","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LSO","Lesotho","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","2286.11","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LSO","Lesotho","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","2311.472","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LVA","Lettonie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","1885.587","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LVA","Lettonie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","1881.063","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LVA","Lettonie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","1882.396","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LBN","Liban","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","5718.122","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LBN","Liban","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","5744.489","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LBN","Liban","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","5773.493","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LBR","Libéria","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","5259.323","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LBR","Libéria","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","5373.294","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LBR","Libéria","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","5493.031","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LBY","Libye","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","7135.175","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LBY","Libye","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","7223.805","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LBY","Libye","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","7305.659","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LIE","Liechtenstein","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","39.044","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LIE","Liechtenstein","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","39.317","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LIE","Liechtenstein","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","39.598","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LTU","Lituanie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","2794.488","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LTU","Lituanie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","2816.919","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LTU","Lituanie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","2854.099","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LUX","Luxembourg","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","640.274","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LUX","Luxembourg","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","653.313","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","LUX","Luxembourg","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","665.098","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MKD","Macédoine du Nord","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","1851.108","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MKD","Macédoine du Nord","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","1840.233","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MKD","Macédoine du Nord","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","1831.802","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MDG","Madagascar","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","29691.083","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MDG","Madagascar","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","30437.26","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MDG","Madagascar","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","31195.932","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MYS","Malaisie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","34282.399","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MYS","Malaisie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","34695.493","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MYS","Malaisie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","35126.298","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MWI","Malawi","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","20047.258","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MWI","Malawi","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","20568.728","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MWI","Malawi","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","21104.482","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MDV","Maldives","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","516.154","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MDV","Maldives","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","524.106","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MDV","Maldives","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","525.994","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MLI","Mali","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","22388.63","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MLI","Mali","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","23072.64","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MLI","Mali","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","23769.127","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MLT","Malte","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","524.376","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MLT","Malte","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","528.192","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MLT","Malte","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","532.956","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MAR","Maroc","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","36954.442","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MAR","Maroc","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","37329.064","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MAR","Maroc","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","37712.505","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MTQ","Martinique","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","353.278","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MTQ","Martinique","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","349.459","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MTQ","Martinique","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","346.002","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MUS","Maurice","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","1279.623","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MUS","Maurice","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","1276.13","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MUS","Maurice","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","1273.588","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MRT","Mauritanie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","4734.874","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MRT","Mauritanie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","4875.637","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MRT","Mauritanie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","5022.441","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MYT","Mayotte","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","294.421","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MYT","Mayotte","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","305.269","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MYT","Mayotte","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","316.015","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MEX","Mexique","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","127648.148","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MEX","Mexique","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","128613.117","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MEX","Mexique","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","129739.759","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FSM","Micronésie (États fédérés de)","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","111.624","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FSM","Micronésie (États fédérés de)","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","112.114","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","FSM","Micronésie (États fédérés de)","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","112.63","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MCO","Monaco","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","38.527","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MCO","Monaco","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","38.931","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MCO","Monaco","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","38.956","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MNG","Mongolie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","3339.674","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MNG","Mongolie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","3386.015","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MNG","Mongolie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","3431.932","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MNE","Monténégro","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","603.851","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MNE","Monténégro","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","614.648","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MNE","Monténégro","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","633.552","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MSR","Montserrat","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","4.479","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MSR","Montserrat","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","4.453","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MSR","Montserrat","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","4.42","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MOZ","Mozambique","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","31707.8","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MOZ","Mozambique","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","32656.246","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MOZ","Mozambique","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","33635.16","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MMR","Myanmar","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","53387.102","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MMR","Myanmar","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","53756.787","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","MMR","Myanmar","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","54133.798","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NAM","Namibie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","2810.548","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NAM","Namibie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","2889.662","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NAM","Namibie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","2963.095","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NRU","Nauru","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","11.709","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NRU","Nauru","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","11.801","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NRU","Nauru","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","11.875","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NPL","Népal","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","29475.01","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NPL","Népal","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","29715.436","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NPL","Népal","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","29694.614","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NIC","Nicaragua","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","6644.741","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NIC","Nicaragua","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","6730.654","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NIC","Nicaragua","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","6823.613","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NER","Niger","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","24502.14","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NER","Niger","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","25311.973","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NER","Niger","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","26159.867","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NGA","Nigéria","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","218529.287","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NGA","Nigéria","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","223150.896","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NGA","Nigéria","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","227882.945","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NIU","Nioué","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","1.813","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NIU","Nioué","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","1.821","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NIU","Nioué","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","1.817","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NOR","Norvège","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","5408.091","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NOR","Norvège","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","5456.801","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NOR","Norvège","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","5519.167","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NCL","Nouvelle-Calédonie","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","285.214","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NCL","Nouvelle-Calédonie","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","287.123","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NCL","Nouvelle-Calédonie","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","289.87","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NZL","Nouvelle-Zélande","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","5107.697","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NZL","Nouvelle-Zélande","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","5131.734","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NZL","Nouvelle-Zélande","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","5172.836","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","OMN","Oman","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","4500.424","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","OMN","Oman","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","4730.226","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","OMN","Oman","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","5049.269","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","UGA","Ouganda","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","45910.93","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","UGA","Ouganda","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","47312.719","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","UGA","Ouganda","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","48656.601","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","UZB","Ouzbékistan","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","34243.696","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","UZB","Ouzbékistan","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","34938.955","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","UZB","Ouzbékistan","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","35652.307","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PAK","Pakistan","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","239477.801","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PAK","Pakistan","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","243700.667","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PAK","Pakistan","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","247504.495","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PLW","Palaos","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","17.783","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PLW","Palaos","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","17.759","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PLW","Palaos","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","17.727","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PSE","Palestine","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","5185.336","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PSE","Palestine","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","5305.27","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PSE","Palestine","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","5409.202","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PAN","Panama","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","4345.405","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PAN","Panama","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","4400.773","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PAN","Panama","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","4458.759","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PNG","Papouasie-Nouvelle-Guinée","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","10012.896","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PNG","Papouasie-Nouvelle-Guinée","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","10203.169","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PNG","Papouasie-Nouvelle-Guinée","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","10389.635","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PRY","Paraguay","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","6684.182","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PRY","Paraguay","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","6760.464","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PRY","Paraguay","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","6844.146","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NLD","Pays-Bas (Royaume des)","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","17730.564","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NLD","Pays-Bas (Royaume des)","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","17904.421","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","NLD","Pays-Bas (Royaume des)","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","18092.524","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PER","Pérou","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","33155.882","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PER","Pérou","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","33475.438","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PER","Pérou","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","33845.617","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PHL","Philippines","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","113100.95","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PHL","Philippines","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","113964.339","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PHL","Philippines","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","114891.199","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PCN","Pitcairn","511","Population totale","3010","Population-Estimations","2021","2021","","","","",""
"OA","Séries temporelles annuelles","PCN","Pitcairn","511","Population totale","3010","Population-Estimations","2022","2022","","","","",""
"OA","Séries temporelles annuelles","PCN","Pitcairn","511","Population totale","3010","Population-Estimations","2023","2023","","","","",""
"OA","Séries temporelles annuelles","POL","Pologne","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","38040.302","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","POL","Pologne","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","38385.739","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","POL","Pologne","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","38762.844","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PYF","Polynésie française","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","279.792","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PYF","Polynésie française","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","280.378","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PYF","Polynésie française","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","281.118","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PRI","Porto Rico","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","3253.21","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PRI","Porto Rico","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","3240.968","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PRI","Porto Rico","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","3242.023","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PRT","Portugal","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","10390.956","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PRT","Portugal","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","10417.073","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","PRT","Portugal","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","10430.738","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","QAT","Qatar","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","2814.982","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","QAT","Qatar","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","2892.455","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","QAT","Qatar","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","2979.082","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SYR","République arabe syrienne","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","21628.839","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SYR","République arabe syrienne","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","22462.173","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","SYR","République arabe syrienne","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","23594.623","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","CAF","République centrafricaine","511","Population totale","3010","Population-Estimations","2021","2021","1000 No","5112.1","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","CAF","République centrafricaine","511","Population totale","3010","Population-Estimations","2022","2022","1000 No","5098.039","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","CAF","République centrafricaine","511","Population totale","3010","Population-Estimations","2023","2023","1000 No","5152.421","X","Ciffre de sources internationales",""
