Code Domaine,Domaine,Code zone (ISO3),Zone,Code Élément,Élément,Code Produit (FBS),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FBS","Bilans Alimentaires (2010-)","PYF","Polynésie française","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2880","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","PYF","Polynésie française","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","181.18","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","PRT","Portugal","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3510","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","PRT","Portugal","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","123.48","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","QAT","Qatar","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3540","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","QAT","Qatar","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","226.29","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SYR","République arabe syrienne","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2387","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SYR","République arabe syrienne","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","20.05","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","CAF","République centrafricaine","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2210","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","CAF","République centrafricaine","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","8.77","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KOR","République de Corée","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3442","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KOR","République de Corée","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","84.24","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MDA","République de Moldova","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2889","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","MDA","République de Moldova","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","94.7","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","COD","République démocratique du Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2150","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","COD","République démocratique du Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","3.78","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LAO","République démocratique populaire lao","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3169","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LAO","République démocratique populaire lao","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","24.76","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","DOM","République dominicaine","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3228","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","DOM","République dominicaine","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","139.31","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","PRK","République populaire démocratique de Corée","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","","","","",""
"FBS","Bilans Alimentaires (2010-)","PRK","République populaire démocratique de Corée","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","","","","",""
"FBS","Bilans Alimentaires (2010-)","TZA","République-Unie de Tanzanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2358","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TZA","République-Unie de Tanzanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","5.91","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","ROU","Roumanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3623","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","ROU","Roumanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","85.01","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GBR","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3355","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","GBR","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","138.22","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","RWA","Rwanda","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2315","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","RWA","Rwanda","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","2.82","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LCA","Sainte-Lucie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2721","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LCA","Sainte-Lucie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","244.78","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KNA","Saint-Kitts-et-Nevis","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2867","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","KNA","Saint-Kitts-et-Nevis","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","231.09","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","VCT","Saint-Vincent-et-les Grenadines","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2963","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","VCT","Saint-Vincent-et-les Grenadines","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","351.71","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","WSM","Samoa","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3063","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","WSM","Samoa","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","279.07","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","STP","Sao Tomé-et-Principe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2377","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","STP","Sao Tomé-et-Principe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","55.59","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SEN","Sénégal","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2826","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SEN","Sénégal","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","31.38","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SRB","Serbie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3612","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SRB","Serbie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","45.5","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SYC","Seychelles","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3222","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SYC","Seychelles","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","158.79","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SLE","Sierra Leone","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2317","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SLE","Sierra Leone","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","21.25","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SVK","Slovaquie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2983","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SVK","Slovaquie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","46.52","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SVN","Slovénie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3094","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SVN","Slovénie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","96.12","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SOM","Somalie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","1833","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SOM","Somalie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","3.08","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SDN","Soudan","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2648","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SDN","Soudan","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","6.38","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SSD","Soudan du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2415","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SSD","Soudan du Sud","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","18.01","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LKA","Sri Lanka","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2802","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","LKA","Sri Lanka","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","39.39","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SWE","Suède","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3328","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SWE","Suède","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","63.8","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","CHE","Suisse","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3453","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","CHE","Suisse","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","68.06","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SUR","Suriname","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2652","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","SUR","Suriname","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","173.37","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TJK","Tadjikistan","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2768","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TJK","Tadjikistan","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","10.55","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TCD","Tchad","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2184","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TCD","Tchad","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","1.8","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","CZE","Tchéquie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3426","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","CZE","Tchéquie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","91.77","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","THA","Thaïlande","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2878","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","THA","Thaïlande","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","43.44","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TLS","Timor-Leste","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2269","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TLS","Timor-Leste","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","20.63","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TGO","Togo","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2596","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TGO","Togo","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","20.63","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TON","Tonga","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2966","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TON","Tonga","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","342.25","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TTO","Trinité-et-Tobago","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2916","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TTO","Trinité-et-Tobago","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","178.69","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TUN","Tunisie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3472","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TUN","Tunisie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","69.18","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TKM","Turkménistan","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2835","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TKM","Turkménistan","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","42.24","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TUR","Türkiye","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3861","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TUR","Türkiye","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","80.86","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TUV","Tuvalu","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2972","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","TUV","Tuvalu","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","160.48","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","UKR","Ukraine","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2851","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","UKR","Ukraine","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","87.03","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","URY","Uruguay","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3307","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","URY","Uruguay","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","90.58","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","VUT","Vanuatu","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2786","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","VUT","Vanuatu","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","61.51","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","VEN","Venezuela (République bolivarienne du)","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2318","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","VEN","Venezuela (République bolivarienne du)","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","60.51","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","VNM","Viet Nam","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","3072","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","VNM","Viet Nam","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","58.54","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","YEM","Yémen","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2083","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","YEM","Yémen","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","34.21","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","ZMB","Zambie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2158","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","ZMB","Zambie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","18.58","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","ZWE","Zimbabwe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2901","Total General","2022","2022","kcal/personne/jour","2041","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","ZWE","Zimbabwe","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","27.11","E","Valeur estimée",""
