"","","","2022 [2022]","2022 [2022]","2022 [2022]","2022 [2022]"
"","","","Unité","Valeur","Description du Symbole","Note"
"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord [GBR]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","229516.31","Chiffre officiel [A]",""
"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord [GBR]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","247902","Chiffre officiel [A]",""
"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord [GBR]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","444974.18","Valeur imputée [I]",""
"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord [GBR]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","1761965","Chiffre officiel [A]",""
"Rwanda [RWA]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","2465.27","Chiffre officiel [A]",""
"Rwanda [RWA]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","3505","Chiffre officiel [A]",""
"Rwanda [RWA]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","3914.34","Chiffre officiel [A]",""
"Rwanda [RWA]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","5567","Chiffre officiel [A]",""
"République arabe syrienne [SYR]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"République arabe syrienne [SYR]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"République arabe syrienne [SYR]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","11334.51","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"République arabe syrienne [SYR]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","10878","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"République centrafricaine [CAF]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","29.9","Chiffre officiel [A]",""
"République centrafricaine [CAF]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","20","Chiffre officiel [A]",""
"République centrafricaine [CAF]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","6067.3","Chiffre officiel [A]",""
"République centrafricaine [CAF]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","5253","Chiffre officiel [A]",""
"République de Corée [KOR]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","60984.01","Chiffre officiel [A]",""
"République de Corée [KOR]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","78371","Chiffre officiel [A]",""
"République de Corée [KOR]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","181625.17","Chiffre officiel [A]",""
"République de Corée [KOR]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","449730","Chiffre officiel [A]",""
"République de Moldova [MDA]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","95.05","Chiffre officiel [A]",""
"République de Moldova [MDA]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","154","Chiffre officiel [A]",""
"République de Moldova [MDA]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","20479.24","Chiffre officiel [A]",""
"République de Moldova [MDA]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","27179","Chiffre officiel [A]",""
"République dominicaine [DOM]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","3.88","Chiffre officiel [A]",""
"République dominicaine [DOM]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","7","Chiffre officiel [A]",""
"République dominicaine [DOM]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","49966.69","Chiffre officiel [A]",""
"République dominicaine [DOM]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","68928","Chiffre officiel [A]",""
"République démocratique du Congo [COD]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"République démocratique du Congo [COD]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"République démocratique du Congo [COD]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","76883","Chiffre officiel [A]",""
"République démocratique du Congo [COD]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","45338","Chiffre officiel [A]",""
"République démocratique populaire lao [LAO]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"République démocratique populaire lao [LAO]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"République démocratique populaire lao [LAO]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","4720.97","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"République démocratique populaire lao [LAO]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","6497","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"République populaire démocratique de Corée [PRK]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"République populaire démocratique de Corée [PRK]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"République populaire démocratique de Corée [PRK]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"République populaire démocratique de Corée [PRK]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"République-Unie de Tanzanie [TZA]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","3.9","Chiffre officiel [A]",""
"République-Unie de Tanzanie [TZA]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","19","Chiffre officiel [A]",""
"République-Unie de Tanzanie [TZA]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","9456.53","Chiffre officiel [A]",""
"République-Unie de Tanzanie [TZA]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","4800","Chiffre officiel [A]",""
"Réunion [REU]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Réunion [REU]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Réunion [REU]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Réunion [REU]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Saint-Kitts-et-Nevis [KNA]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Saint-Kitts-et-Nevis [KNA]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Saint-Kitts-et-Nevis [KNA]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","3255.63","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Saint-Kitts-et-Nevis [KNA]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","7402","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Saint-Vincent-et-les Grenadines [VCT]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","0.06","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Saint-Vincent-et-les Grenadines [VCT]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","0","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Saint-Vincent-et-les Grenadines [VCT]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","8867.46","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Saint-Vincent-et-les Grenadines [VCT]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","17545","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Sainte-Lucie [LCA]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Sainte-Lucie [LCA]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Sainte-Lucie [LCA]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","9649","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Sainte-Lucie [LCA]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","18644","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Samoa [WSM]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Samoa [WSM]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Samoa [WSM]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","16291.1","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Samoa [WSM]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","18887","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Sao Tomé-et-Principe [STP]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Sao Tomé-et-Principe [STP]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Sao Tomé-et-Principe [STP]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","2299.49","Chiffre officiel [A]",""
"Sao Tomé-et-Principe [STP]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","2402","Chiffre officiel [A]",""
"Serbie [SRB]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","4948.74","Chiffre officiel [A]",""
"Serbie [SRB]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","10890","Chiffre officiel [A]",""
"Serbie [SRB]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","11815.72","Chiffre officiel [A]",""
"Serbie [SRB]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","15663","Chiffre officiel [A]",""
"Serbie-et-Monténégro [SCG]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Serbie-et-Monténégro [SCG]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Serbie-et-Monténégro [SCG]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Serbie-et-Monténégro [SCG]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Seychelles [SYC]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Seychelles [SYC]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Seychelles [SYC]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","3059.47","Chiffre officiel [A]",""
"Seychelles [SYC]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","5970","Chiffre officiel [A]",""
"Sierra Leone [SLE]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","48.84","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Sierra Leone [SLE]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","27","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Sierra Leone [SLE]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","25632.93","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Sierra Leone [SLE]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","28861","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Singapour [SGP]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","40245.71","Valeur imputée [I]",""
"Singapour [SGP]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","64005","Chiffre officiel [A]",""
"Singapour [SGP]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","197591.76","Chiffre officiel [A]",""
"Singapour [SGP]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","447946","Chiffre officiel [A]",""
"Slovaquie [SVK]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","28192.3","Chiffre officiel [A]",""
"Slovaquie [SVK]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","92277","Chiffre officiel [A]",""
"Slovaquie [SVK]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","71805.88","Chiffre officiel [A]",""
"Slovaquie [SVK]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","182534","Chiffre officiel [A]",""
"Slovénie [SVN]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","20206.18","Chiffre officiel [A]",""
"Slovénie [SVN]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","70163","Chiffre officiel [A]",""
"Slovénie [SVN]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","15525.13","Chiffre officiel [A]",""
"Slovénie [SVN]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","46025","Chiffre officiel [A]",""
"Somalie [SOM]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Somalie [SOM]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Somalie [SOM]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","9266.07","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Somalie [SOM]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","20595","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Soudan (ex) [F206]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Soudan (ex) [F206]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Soudan (ex) [F206]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Soudan (ex) [F206]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Soudan [SDN]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Soudan [SDN]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Soudan [SDN]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","889.45","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Soudan [SDN]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","2101","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Soudan du Sud [SSD]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Soudan du Sud [SSD]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Soudan du Sud [SSD]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","2659.95","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Soudan du Sud [SSD]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","5596","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Sri Lanka [LKA]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","500.79","Chiffre officiel [A]",""
"Sri Lanka [LKA]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","1275","Chiffre officiel [A]",""
"Sri Lanka [LKA]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","124.18","Chiffre officiel [A]",""
"Sri Lanka [LKA]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","388","Chiffre officiel [A]",""
"Suisse [CHE]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","759.12","Chiffre officiel [A]",""
"Suisse [CHE]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","6132","Chiffre officiel [A]",""
"Suisse [CHE]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","33317.48","Chiffre officiel [A]",""
"Suisse [CHE]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","165848","Chiffre officiel [A]",""
"Suriname [SUR]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","2847.22","Chiffre officiel [A]",""
"Suriname [SUR]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","2492","Chiffre officiel [A]",""
"Suriname [SUR]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","17234.42","Chiffre officiel [A]",""
"Suriname [SUR]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","17777","Chiffre officiel [A]",""
"Suède [SWE]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","35136.68","Chiffre officiel [A]",""
"Suède [SWE]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","59118","Chiffre officiel [A]",""
"Suède [SWE]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","59789.2","Chiffre officiel [A]",""
"Suède [SWE]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","214397","Chiffre officiel [A]",""
"Sénégal [SEN]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","6.35","Chiffre officiel [A]",""
"Sénégal [SEN]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","17","Chiffre officiel [A]",""
"Sénégal [SEN]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","18.74","Chiffre officiel [A]",""
"Sénégal [SEN]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","10","Chiffre officiel [A]",""
"Tadjikistan [TJK]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","23.12","Chiffre officiel [A]",""
"Tadjikistan [TJK]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","35","Chiffre officiel [A]",""
"Tadjikistan [TJK]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","892.14","Chiffre officiel [A]",""
"Tadjikistan [TJK]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","2619","Chiffre officiel [A]",""
"Tchad [TCD]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Tchad [TCD]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Tchad [TCD]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","2535.96","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Tchad [TCD]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","5243","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Tchécoslovaq [F51]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Tchécoslovaq [F51]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Tchécoslovaq [F51]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Tchécoslovaq [F51]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Tchéquie [CZE]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","23387.19","Chiffre officiel [A]",""
"Tchéquie [CZE]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","54732","Chiffre officiel [A]",""
"Tchéquie [CZE]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","92215.42","Chiffre officiel [A]",""
"Tchéquie [CZE]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","234705","Chiffre officiel [A]",""
"Thaïlande [THA]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","357091.27","Valeur imputée [I]",""
"Thaïlande [THA]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","1142335","Chiffre officiel [A]",""
"Thaïlande [THA]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","929.33","Chiffre officiel [A]",""
"Thaïlande [THA]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","3127","Chiffre officiel [A]",""
"Timor-Leste [TLS]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Timor-Leste [TLS]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Timor-Leste [TLS]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","6155.38","Chiffre officiel [A]",""
"Timor-Leste [TLS]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","9931","Chiffre officiel [A]",""
"Togo [TGO]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","14.5","Chiffre officiel [A]",""
"Togo [TGO]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","6","Chiffre officiel [A]",""
"Togo [TGO]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","19650.37","Chiffre officiel [A]",""
"Togo [TGO]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","13860","Chiffre officiel [A]",""
"Tonga [TON]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Tonga [TON]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Tonga [TON]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","9234.31","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Tonga [TON]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","11126","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Trinité-et-Tobago [TTO]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","77.11","Chiffre officiel [A]",""
"Trinité-et-Tobago [TTO]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","141","Chiffre officiel [A]",""
"Trinité-et-Tobago [TTO]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","18964.93","Chiffre officiel [A]",""
"Trinité-et-Tobago [TTO]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","27308","Chiffre officiel [A]",""
"Tunisie [TUN]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","1209.79","Valeur imputée [I]",""
"Tunisie [TUN]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","1293","Chiffre officiel [A]",""
"Tunisie [TUN]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","1672.34","Chiffre officiel [A]",""
"Tunisie [TUN]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","2212","Chiffre officiel [A]",""
"Turkménistan [TKM]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","32.7","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Turkménistan [TKM]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","50","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Turkménistan [TKM]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","45942.26","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Turkménistan [TKM]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","54542","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Tuvalu [TUV]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Tuvalu [TUV]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Tuvalu [TUV]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","405.3","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Tuvalu [TUV]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","964","Ciffre de sources internationales [X]","Données estimées en utilisant les données des pays partenaires"
"Türkiye [TUR]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","664825.57","Chiffre officiel [A]",""
"Türkiye [TUR]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","1066873","Chiffre officiel [A]",""
"Türkiye [TUR]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","63189.91","Chiffre officiel [A]",""
"Türkiye [TUR]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","1000 USD","105338","Chiffre officiel [A]",""
"URSS [F228]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"URSS [F228]","Exportations - valeur [5922]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"URSS [F228]","Importations - quantité [5610]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"URSS [F228]","Importations - valeur [5622]","Viande, poulet, fraîche ou réfrigérée [21121]","","","",""
"Ukraine [UKR]","Exportations - quantité [5910]","Viande, poulet, fraîche ou réfrigérée [21121]","tonnes","413440.93","Chiffre officiel [A]",""
